dataset,graph_id,graph_name,graph_type,community_strength,method,source_policy,seed,step,removed_edges,remove_ratio,gcc_ratio,gcc_size
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,120,120,0.10101010101010101,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,121,121,0.10185185185185185,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,122,122,0.1026936026936027,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,123,123,0.10353535353535354,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,124,124,0.10437710437710437,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,125,125,0.10521885521885523,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,126,126,0.10606060606060606,0.40310077519379844,208
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,127,127,0.1069023569023569,0.3856589147286822,199
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,128,128,0.10774410774410774,0.3856589147286822,199
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,129,129,0.10858585858585859,0.3856589147286822,199
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,130,130,0.10942760942760943,0.3856589147286822,199
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,131,131,0.11026936026936027,0.3856589147286822,199
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,132,132,0.1111111111111111,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,133,133,0.11195286195286196,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,134,134,0.1127946127946128,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,135,135,0.11363636363636363,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,136,136,0.11447811447811448,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,137,137,0.11531986531986532,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,138,138,0.11616161616161616,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,139,139,0.117003367003367,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,140,140,0.11784511784511785,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,141,141,0.11868686868686869,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,142,142,0.11952861952861953,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,143,143,0.12037037037037036,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,144,144,0.12121212121212122,0.3546511627906977,183
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,145,145,0.12205387205387205,0.35271317829457366,182
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,146,146,0.12289562289562289,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,147,147,0.12373737373737374,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,148,148,0.12457912457912458,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,149,149,0.12542087542087543,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,150,150,0.12626262626262627,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,151,151,0.1271043771043771,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,152,152,0.12794612794612795,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,153,153,0.12878787878787878,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,154,154,0.12962962962962962,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,155,155,0.13047138047138046,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,156,156,0.13131313131313133,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,157,157,0.13215488215488216,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,158,158,0.132996632996633,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,159,159,0.13383838383838384,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,160,160,0.13468013468013468,0.3507751937984496,181
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,161,161,0.13552188552188552,0.3488372093023256,180
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,162,162,0.13636363636363635,0.3488372093023256,180
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,163,163,0.13720538720538722,0.3488372093023256,180
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,164,164,0.13804713804713806,0.3488372093023256,180
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,165,165,0.1388888888888889,0.3488372093023256,180
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,166,166,0.13973063973063973,0.3449612403100775,178
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,167,167,0.14057239057239057,0.3449612403100775,178
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,168,168,0.1414141414141414,0.3449612403100775,178
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,169,169,0.14225589225589225,0.3449612403100775,178
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,170,170,0.14309764309764308,0.3449612403100775,178
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,171,171,0.14393939393939395,0.3449612403100775,178
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,172,172,0.1447811447811448,0.3449612403100775,178
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,173,173,0.14562289562289563,0.3449612403100775,178
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,174,174,0.14646464646464646,0.3449612403100775,178
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,175,175,0.1473063973063973,0.3430232558139535,177
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,176,176,0.14814814814814814,0.3430232558139535,177
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,177,177,0.14898989898989898,0.3430232558139535,177
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,178,178,0.14983164983164984,0.3430232558139535,177
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,179,179,0.15067340067340068,0.3430232558139535,177
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,180,180,0.15151515151515152,0.3430232558139535,177
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,181,181,0.15235690235690236,0.3430232558139535,177
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,182,182,0.1531986531986532,0.3391472868217054,175
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,183,183,0.15404040404040403,0.3391472868217054,175
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,184,184,0.15488215488215487,0.3391472868217054,175
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,185,185,0.15572390572390574,0.3391472868217054,175
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,186,186,0.15656565656565657,0.3391472868217054,175
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,187,187,0.1574074074074074,0.3178294573643411,164
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,188,188,0.15824915824915825,0.3178294573643411,164
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,189,189,0.1590909090909091,0.3178294573643411,164
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,190,190,0.15993265993265993,0.3178294573643411,164
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,191,191,0.16077441077441076,0.3178294573643411,164
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,192,192,0.16161616161616163,0.3178294573643411,164
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,193,193,0.16245791245791247,0.3178294573643411,164
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,194,194,0.1632996632996633,0.3178294573643411,164
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,195,195,0.16414141414141414,0.3178294573643411,164
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,196,196,0.16498316498316498,0.3178294573643411,164
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,197,197,0.16582491582491582,0.3178294573643411,164
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,198,198,0.16666666666666666,0.313953488372093,162
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,199,199,0.1675084175084175,0.313953488372093,162
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,200,200,0.16835016835016836,0.313953488372093,162
realworld_completed,bio_diseasome,bio-diseasome,biological,unknown,SASB-structured,structured,20260513,201,201,0.1691919191919192,0.313953488372093,162
