dataset,graph_id,method,source_policy,seed,status,normalized_auc,gcc_at_5pct,gcc_at_10pct,gcc_at_20pct,gcc_at_40pct,first_positive_drop_step,positive_delta_gcc_rate,conditional_mean_delta_gcc,inter_community_ratio,mean_edge_embeddedness,mean_common_neighbors,true_source_traversal_count,runtime_seconds,candidate_generation_seconds,sampled_path_scoring_seconds,model_scoring_seconds,louvain_recomputes,candidate_set_backend,candidate_set_config,candidate_set_config_equal_to_structured,candidate_set_hashes_recorded,observed_remove_ratio,removed_edges,max_steps
synthetic45,synthetic_test_039,SASB-random,random,20260513,finished,0.6819999999999999,1.0,1.0,1.0,1.0,200,0.1510989010989011,0.01803636363636364,0.36813186813186816,0.04445970695970695,0.08791208791208792,9095,4.525740800017957,0.5258304998569656,1.1718142006429844,0.027004099887562916,111,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,364,1.0,364,364
synthetic45,synthetic_test_039,SASB-matched,matched,20260513,finished,0.6791868131868132,1.0,1.0,1.0,1.0,200,0.15934065934065933,0.01710344827586207,0.3626373626373626,0.04599686028257457,0.08791208791208792,9078,5.075885800004471,0.5376722000073642,1.1904654001409654,0.028343400015728548,109,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,364,1.0,364,364
synthetic45,synthetic_test_040,SASB-structured,structured,20260513,finished,0.7699124906156156,1.0,1.0,1.0,1.0,335,0.1371527777777778,0.012572699281560046,0.4739583333333333,0.08963566431632035,0.4513888888888889,16045,12.526648300001398,1.8038185003388207,3.3971926004160196,0.08256999976583757,130,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,576,1.0,576,576
synthetic45,synthetic_test_040,SASB-random,random,20260513,finished,0.7744169951201201,1.0,1.0,1.0,1.0,354,0.140625,0.012262262262262263,0.4791666666666667,0.09770996991940202,0.4513888888888889,16107,12.252186700003222,1.7034023995220196,3.3850449994788505,0.08121829960145988,129,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,576,1.0,576,576
synthetic45,synthetic_test_040,SASB-matched,matched,20260513,finished,0.7548270927177178,1.0,1.0,1.0,1.0,327,0.1232638888888889,0.013989341454130189,0.4982638888888889,0.09068862906014298,0.4513888888888889,15749,11.476975099998526,1.458770299970638,2.756534799351357,0.06498530026874505,139,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,576,1.0,576,576
synthetic45,synthetic_test_041,SASB-structured,structured,20260513,finished,0.7617030337670488,1.0,1.0,1.0,1.0,384,0.09390444810543658,0.01742451366511517,0.3871499176276771,0.07888261290238226,0.2487644151565074,16339,10.63949859997956,1.4389705997891724,2.8673059993598145,0.06693509986507706,154,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,607,1.0,607,607
synthetic45,synthetic_test_041,SASB-random,random,20260513,finished,0.7717446121776552,1.0,1.0,1.0,1.0,400,0.09884678747940692,0.016553287981859413,0.38879736408566723,0.07999137051855339,0.2487644151565074,16542,10.66874250001274,1.4598595006391406,2.8967845999868587,0.06831330023123883,151,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,607,1.0,607,607
synthetic45,synthetic_test_041,SASB-matched,matched,20260513,finished,0.7762274596823903,1.0,1.0,1.0,1.0,396,0.10214168039538715,0.01601931095018653,0.41680395387149916,0.07491762767710049,0.2487644151565074,16455,12.369917899981374,1.4672735003987327,2.941328099783277,0.07276880054268986,149,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,607,1.0,607,607
synthetic45,synthetic_test_042,SASB-structured,structured,20260513,finished,0.6621882086167801,1.0,1.0,1.0,1.0,328,0.05873015873015873,0.026812526812526806,0.2841269841269841,0.3395043404567214,1.3746031746031746,15488,8.075655499997083,1.3149010998022277,2.4029667998838704,0.058238600089680403,148,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,630,1.0,630,630
synthetic45,synthetic_test_042,SASB-random,random,20260513,finished,0.6742189468379944,1.0,1.0,1.0,1.0,347,0.05714285714285714,0.027557319223985886,0.2634920634920635,0.33629062736205595,1.3746031746031746,15550,8.162882799981162,1.3301252995152026,2.4320610003487673,0.058165000489680097,148,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,630,1.0,630,630
synthetic45,synthetic_test_042,SASB-matched,matched,20260513,finished,0.6553854875283447,1.0,1.0,1.0,1.0,311,0.05714285714285714,0.02755731922398589,0.2698412698412698,0.34000572619620234,1.3746031746031746,15427,9.160110199998599,1.3297296998207457,2.425560400413815,0.06007199958548881,148,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,630,1.0,630,630
synthetic45,synthetic_test_043,SASB-structured,structured,20260513,finished,0.6529732582688248,1.0,1.0,1.0,1.0,188,0.17091836734693877,0.014822439526505405,0.3596938775510204,0.053109815354713305,0.11989795918367346,9632,5.166061299998546,0.5697924000560306,1.373757099994691,0.030055100156459957,121,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,392,1.0,392,392
synthetic45,synthetic_test_043,SASB-random,random,20260513,finished,0.6587966220971148,1.0,1.0,1.0,1.0,198,0.17091836734693877,0.014822439526505405,0.3163265306122449,0.05151239067055394,0.11989795918367346,9700,5.202395400003297,0.5728283999487758,1.4094468996627256,0.031089299853192642,120,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,392,1.0,392,392
synthetic45,synthetic_test_043,SASB-matched,matched,20260513,finished,0.6632477128782548,1.0,1.0,1.0,1.0,217,0.17091836734693877,0.014822439526505405,0.32142857142857145,0.0524477648202138,0.11989795918367346,9694,5.986492299998645,0.5792928999871947,1.3815395002020523,0.031198199780192226,120,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,392,1.0,392,392
synthetic45,synthetic_test_044,SASB-structured,structured,20260513,finished,0.7173499864241109,1.0,1.0,1.0,1.0,209,0.16180371352785147,0.016264360397573254,0.35278514588859416,0.039566755083996465,0.07692307692307693,9823,4.905453099985607,0.5877164998673834,1.2936418002354912,0.030471999663859606,109,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,377,1.0,377,377
synthetic45,synthetic_test_044,SASB-random,random,20260513,finished,0.714279746861881,1.0,1.0,1.0,1.0,207,0.15915119363395225,0.01653543307086614,0.36074270557029176,0.03651635720601237,0.07692307692307693,9795,4.933603400015272,0.5943172002153005,1.291062500065891,0.03020250002737157,110,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,377,1.0,377,377
synthetic45,synthetic_test_044,SASB-matched,matched,20260513,finished,0.7151987301322082,1.0,1.0,1.0,1.0,218,0.15649867374005305,0.016815694648338448,0.3421750663129973,0.03680687128962991,0.07692307692307693,9768,5.92243080001208,0.6174583999672905,1.3926706999482121,0.03431290018488653,110,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,377,1.0,377,377
realworld_completed,rt_retweet,SASB-structured,structured,20260513,finished,0.14231659544159542,1.0,0.34375,0.1875,0.0625,5,0.17094017094017094,0.049479166666666664,0.36752136752136755,0.029304029304029304,0.10256410256410256,1117,0.26029320000088774,0.020085600117454305,0.042433900060132146,0.0018035997927654535,95,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,117,1.0,117,117
realworld_completed,rt_retweet,SASB-random,random,20260513,finished,0.14115918803418798,0.7916666666666666,0.53125,0.1875,0.0625,2,0.17094017094017094,0.049479166666666664,0.38461538461538464,0.028998778998779,0.10256410256410256,1117,0.26770810000016354,0.019436600094195455,0.041234999953303486,0.0019463000644464046,95,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,117,1.0,117,117
realworld_completed,rt_retweet,SASB-matched,matched,20260513,finished,0.13733084045584043,0.7916666666666666,0.34375,0.1875,0.0625,2,0.17094017094017094,0.049479166666666664,0.38461538461538464,0.029304029304029304,0.10256410256410256,1117,0.36182669998379424,0.019056299846852198,0.041067699872655794,0.0018393999489489943,95,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,117,1.0,117,117
realworld_completed,soc_dolphins,SASB-structured,structured,20260513,finished,0.33125380401704196,1.0,0.6451612903225806,0.5,0.3548387096774194,8,0.1949685534591195,0.03173777315296566,0.27044025157232704,0.26690625935908957,0.5974842767295597,2897,0.5932939999911468,0.07261160024791025,0.13573999993968755,0.007331700180657208,50,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,159,1.0,159,159
realworld_completed,soc_dolphins,SASB-random,random,20260513,finished,0.3421079326435382,1.0,0.6451612903225806,0.5645161290322581,0.3548387096774194,8,0.20125786163522014,0.030745967741935484,0.29559748427672955,0.26181491464510337,0.5974842767295597,2959,0.6077419999928679,0.075294299836969,0.13886310000088997,0.007673800078919157,49,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,159,1.0,159,159
realworld_completed,soc_dolphins,SASB-matched,matched,20260513,finished,0.3321667681071211,1.0,0.6451612903225806,0.5,0.3548387096774194,8,0.1949685534591195,0.03173777315296566,0.2830188679245283,0.2669062593590895,0.5974842767295597,2898,0.7487669999827631,0.08953079985803925,0.14328869991004467,0.008830900304019451,50,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,159,1.0,159,159
realworld_completed,football,SASB-structured,structured,20260513,finished,0.6484998936094758,1.0,1.0,1.0,1.0,265,0.06851549755301795,0.023602484472049687,0.300163132137031,0.3740904736010772,1.3213703099510603,15491,9.197566000017105,1.682220999384299,2.856744500575587,0.07764910007244907,135,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,613,1.0,613,613
realworld_completed,football,SASB-random,random,20260513,finished,0.6422441307894178,1.0,1.0,1.0,1.0,265,0.06688417618270799,0.02417815482502651,0.3066884176182708,0.376878608974857,1.3213703099510603,15378,7.168138600012753,1.2949132994690444,2.161405100225238,0.06177999955252744,134,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,613,1.0,613,613
realworld_completed,football,SASB-matched,matched,20260513,finished,0.6466132349812044,1.0,1.0,1.0,1.0,269,0.06688417618270799,0.024178154825026513,0.300163132137031,0.3773285170511924,1.3213703099510603,15425,9.219659800000954,1.5042996997071896,2.479801800014684,0.06696869968436658,133,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,613,1.0,613,613
realworld_completed,ia_enron_only,SASB-structured,structured,20260513,finished,0.621479643951554,1.0,1.0,1.0,0.9370629370629371,212,0.10754414125200643,0.014820999895626762,0.30658105939004815,0.3063819102566003,1.4269662921348314,15624,9.283029000012903,1.4672481997986324,2.6334381003980525,0.07144929957576096,136,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,623,1.0,623,623
realworld_completed,ia_enron_only,SASB-random,random,20260513,finished,0.619638788178114,1.0,1.0,1.0,0.9300699300699301,213,0.10914927768860354,0.01460304401480872,0.2969502407704655,0.3044980311078885,1.4269662921348314,15605,9.597417799988762,1.4801961003686301,2.7383411003975198,0.07285609925747849,135,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,623,1.0,623,623
realworld_completed,ia_enron_only,SASB-matched,matched,20260513,finished,0.6251501307681082,1.0,1.0,1.0,0.9370629370629371,212,0.10754414125200643,0.014820999895626762,0.29213483146067415,0.305370711926924,1.4269662921348314,15624,10.526460699999006,1.500371099973563,2.6888690004416276,0.07510269971680827,136,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,623,1.0,623,623
realworld_completed,ca_netscience,SASB-structured,structured,20260513,finished,0.06610739998729816,0.24010554089709762,0.13720316622691292,0.10026385224274406,0.044854881266490766,4,0.06783369803063458,0.016086475444718706,0.2527352297592998,0.4033704389316437,1.0076586433260395,13534,5.568980500014732,0.5302729999239091,1.0191028002591338,0.04321599967079237,384,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,914,1.0,914,914
realworld_completed,ca_netscience,SASB-random,random,20260513,finished,0.06833311201307138,0.2638522427440633,0.13720316622691292,0.10026385224274406,0.044854881266490766,4,0.06673960612691467,0.01635018815692721,0.25054704595185995,0.40159240164318877,1.0076586433260395,13617,5.67901749999146,0.5534986004058737,1.1178075003554113,0.04174839914776385,381,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,914,1.0,914,914
realworld_completed,ca_netscience,SASB-matched,matched,20260513,finished,0.06746707620537751,0.24010554089709762,0.13720316622691292,0.10026385224274406,0.044854881266490766,5,0.06673960612691467,0.01635018815692721,0.24726477024070023,0.40412424252295087,1.0076586433260395,13542,5.7249574000015855,0.5214650996204,1.0093398003373295,0.04190039960667491,383,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,914,1.0,914,914
realworld_completed,rt_twitter_copen,SASB-structured,structured,20260513,finished,0.2537911729362291,0.8817345597897503,0.8304862023653088,0.6872536136662286,0.1287779237844941,7,0.23323615160349853,0.004161191414805082,0.19825072886297376,0.03908480673400928,0.14480077745383868,17793,26.944369100005133,2.639003699965542,7.8226695001649205,0.10027169989189133,590,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1029,1.0,1029,1029
realworld_completed,rt_twitter_copen,SASB-random,random,20260513,finished,0.2525409638231114,0.8843626806833115,0.8160315374507228,0.6662286465177398,0.13272010512483573,9,0.2371234207968902,0.004092975162103359,0.19825072886297376,0.04069387061080633,0.14480077745383868,17854,26.765606900007697,2.5492885001876857,7.838220000412548,0.1020116007712204,587,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1029,1.0,1029,1029
realworld_completed,rt_twitter_copen,SASB-matched,matched,20260513,finished,0.2505385859994458,0.9185282522996058,0.7739816031537451,0.6517739816031537,0.12614980289093297,10,0.2303206997084548,0.004213864723853247,0.19630709426627793,0.03934678147517419,0.14480077745383868,17779,31.147240699996473,2.5953163004596718,7.785417700128164,0.1017454998800531,596,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1029,1.0,1029,1029
realworld_completed,ca_csphd,SASB-structured,structured,20260513,finished,0.018420597245282135,0.0448780487804878,0.023414634146341463,0.012682926829268294,0.005853658536585366,2,0.0728667305848514,0.013145057766367138,0.21860019175455417,0.0015979546180888461,0.003835091083413231,8983,7.191224100010004,0.24160990020027384,0.7204047003469896,0.017759500187821686,1022,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1043,1.0,1043,1043
realworld_completed,ca_csphd,SASB-random,random,20260513,finished,0.0186348011131118,0.04390243902439024,0.023414634146341463,0.012682926829268294,0.005853658536585366,2,0.07190795781399809,0.013320325203252034,0.21764141898370087,0.0015979546180888461,0.003835091083413231,8970,6.883161399979144,0.2348877004114911,0.6968021002830938,0.01751039968803525,1021,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1043,1.0,1043,1043
realworld_completed,ca_csphd,SASB-matched,matched,20260513,finished,0.018601127142623297,0.0448780487804878,0.023414634146341463,0.012682926829268294,0.005853658536585366,2,0.0728667305848514,0.013145057766367138,0.2214765100671141,0.0015979546180888461,0.003835091083413231,8977,7.1385267000005115,0.24780110039864667,0.6552148002083413,0.017513999773655087,1022,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1043,1.0,1043,1043
realworld_completed,bio_grid_mouse,SASB-structured,structured,20260513,finished,0.08429071130362295,0.3034134007585335,0.2629582806573957,0.19089759797724398,0.025284450063211124,7,0.16120218579234974,0.005642575014106437,0.3224043715846995,0.044346634442262854,0.09562841530054644,17560,12.388692000007723,1.1051390003412962,3.2758967998379376,0.05632579975645058,692,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1098,1.0,1098,1098
realworld_completed,bio_grid_mouse,SASB-random,random,20260513,finished,0.08319228847300804,0.3211125158027813,0.23261694058154236,0.18331226295828065,0.025284450063211124,4,0.16029143897996356,0.00567463509941386,0.31602914389799636,0.044270738874564015,0.09562841530054644,17549,12.374811800022144,1.1102594997209962,3.208246199414134,0.05636300035985187,695,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1098,1.0,1098,1098
realworld_completed,bio_grid_mouse,SASB-matched,matched,20260513,finished,0.08504371814976777,0.3198482932996207,0.2629582806573957,0.18710493046776233,0.025284450063211124,8,0.16029143897996356,0.00567463509941386,0.3151183970856102,0.0442914376657546,0.09562841530054644,17560,13.970298800006276,1.1552313997817691,3.2451651997689623,0.058044300094479695,695,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1098,1.0,1098,1098
realworld_completed,bio_diseasome,SASB-structured,structured,20260513,finished,0.11579538929345132,0.4127906976744186,0.40310077519379844,0.2713178294573643,0.0562015503875969,2,0.09006734006734007,0.009327682387886692,0.2112794612794613,0.3736999665229331,1.1447811447811447,20504,13.287971399986418,1.5928466000768822,3.330068500392372,0.080367999849841,495,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1188,1.0,1188,1188
realworld_completed,bio_diseasome,SASB-random,random,20260513,finished,0.11648379792759637,0.41472868217054265,0.4050387596899225,0.26744186046511625,0.0562015503875969,2,0.08838383838383838,0.009505352528608343,0.2079124579124579,0.38005850640107297,1.1447811447811447,20580,13.351106100017205,1.5369509000447579,3.3253758000209928,0.08117149901227094,498,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1188,1.0,1188,1188
realworld_completed,bio_diseasome,SASB-matched,matched,20260513,finished,0.11708248505729127,0.42248062015503873,0.4050387596899225,0.2713178294573643,0.0562015503875969,2,0.09006734006734007,0.009327682387886692,0.21212121212121213,0.37614576829884944,1.1447811447811447,20541,14.642775500018615,1.5405394001572859,3.3789677000022493,0.08584659971529618,495,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1188,1.0,1188,1188
realworld_completed,inf_euroroad,SASB-structured,structured,20260513,finished,0.042315223523945435,0.22617901828681425,0.06544754571703561,0.017324350336862367,0.005774783445620789,12,0.05440613026819923,0.014070951212568964,0.3195402298850575,0.017879948914431672,0.024521072796934867,12578,14.84178429999156,0.8301193002844229,2.3249106004368514,0.03538789993035607,1043,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1305,1.0,1305,1305
realworld_completed,inf_euroroad,SASB-random,random,20260513,finished,0.04315009643077082,0.3387872954764196,0.07218479307025986,0.01828681424446583,0.005774783445620789,13,0.05440613026819923,0.01407095121256896,0.32413793103448274,0.016091954022988506,0.024521072796934867,12645,14.570666599989636,0.7624377997708507,2.425748599693179,0.03599430024041794,1042,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1305,1.0,1305,1305
realworld_completed,inf_euroroad,SASB-matched,matched,20260513,finished,0.045569900324140135,0.22810394610202117,0.06929740134744947,0.01828681424446583,0.005774783445620789,20,0.05210727969348659,0.014691728471947007,0.3103448275862069,0.016666666666666666,0.024521072796934867,12656,16.79820469999686,0.9484632001549471,2.405788099684287,0.03785910055739805,1044,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,1305,1.0,1305,1305
realworld_completed,bio_celegans,SASB-structured,structured,20260513,finished,0.643015289019704,1.0,1.0,1.0,0.9403973509933775,631,0.07901234567901234,0.006236203090507726,0.482962962962963,0.2931863736883515,1.6217283950617285,52105,116.51930089999223,18.439134500018554,32.266648299846565,0.5635881992348004,468,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,2025,1.0,2025,2025
realworld_completed,bio_celegans,SASB-random,random,20260513,finished,0.6509241544708799,1.0,1.0,1.0,0.9448123620309051,577,0.07950617283950617,0.006197468909821343,0.4711111111111111,0.29319452153819114,1.6217283950617285,52325,122.51859059999697,19.45147849965724,33.838623700721655,0.5953221997770015,465,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,2025,1.0,2025,2025
realworld_completed,bio_celegans,SASB-matched,matched,20260513,finished,0.6449022974409288,1.0,1.0,1.0,0.9602649006622517,620,0.08049382716049383,0.006121426346510652,0.46469135802469136,0.2955873392308022,1.6217283950617285,52037,129.98830260001705,18.554667899705237,32.47837430002983,0.5673801989469212,464,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,2025,1.0,2025,2025
realworld_completed,bio_celegans_dir,SASB-structured,structured,20260513,finished,0.6329316218352274,1.0,1.0,1.0,0.9580573951434879,470,0.07111111111111111,0.006929114545008584,0.4849382716049383,0.2980083932464989,1.6217283950617285,51706,113.93550479999976,18.49124329938786,31.134214999881806,0.5341118999058381,479,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,2025,1.0,2025,2025
realworld_completed,bio_celegans_dir,SASB-random,random,20260513,finished,0.638957839369907,1.0,1.0,1.0,0.9403973509933775,493,0.07358024691358024,0.006696593922692861,0.4720987654320988,0.3091299938213205,1.6217283950617285,51568,113.78967810000177,18.406656200328143,31.55200729938224,0.5471459995023906,474,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,2025,1.0,2025,2025
realworld_completed,bio_celegans_dir,SASB-matched,matched,20260513,finished,0.6260790886545117,1.0,1.0,0.9889624724061811,0.9492273730684326,350,0.07160493827160494,0.006881327548146457,0.4711111111111111,0.3077557362537074,1.6217283950617285,51473,125.80236359999981,17.7504339000443,31.289725900103804,0.5326763994526118,481,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,2025,1.0,2025,2025
realworld_completed,inf_usair97,SASB-structured,structured,20260513,finished,0.6614073887270626,0.9849397590361446,0.9849397590361446,0.9849397590361446,0.9216867469879518,0,0.045625587958607716,0.010278226307291022,0.4590780809031044,0.3719140751313907,5.729539040451552,56717,102.1476113999961,21.61432430075365,29.28261009999551,0.5958272999268956,423,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,2126,1.0,2126,2126
realworld_completed,inf_usair97,SASB-random,random,20260513,finished,0.6645242777318116,0.9849397590361446,0.9849397590361446,0.9849397590361446,0.9337349397590361,3,0.04656632173095014,0.010070585371790192,0.46613358419567263,0.37900070835729066,5.729539040451552,56726,101.87649670001701,21.87665930032381,29.434326400019927,0.6060944989148993,421,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,2126,1.0,2126,2126
realworld_completed,inf_usair97,SASB-matched,matched,20260513,finished,0.6741611318274038,0.9849397590361446,0.9849397590361446,0.9849397590361446,0.9337349397590361,0,0.04609595484477893,0.010173346447012541,0.46378174976481656,0.3792142452326112,5.729539040451552,56616,113.61254800000461,22.019264299364295,30.10785000093165,0.6171762000303715,422,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,2126,1.0,2126,2126
realworld_completed,bio_celegansneural,SASB-structured,structured,20260513,finished,0.7483541184658502,1.0,1.0,1.0,1.0,1079,0.04888268156424581,0.009491742825076158,0.4972067039106145,0.2023576661706078,1.5088454376163873,59038,118.4891326999932,21.665165399754187,32.54676759929862,0.6332987001223955,386,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,2148,1.0,2148,2148
realworld_completed,bio_celegansneural,SASB-random,random,20260513,finished,0.776432857438444,1.0,1.0,1.0,1.0,1076,0.05074487895716946,0.009143421987458683,0.4613594040968343,0.20892475166794838,1.5088454376163873,59418,119.63761560001876,22.021774998604087,32.93339850031771,0.6356406997074373,381,"theory.candidate_features(conservative, delta_mode=none)","{""delta_mode"": ""none"", ""k_max"": 512, ""k_min"": 64, ""variant"": ""conservative""}",1,2148,1.0,2148,2148
