dataset_label,dataset,graph_id,method,selected_edges,inter_community_ratio,bridge_ratio,mean_common_neighbors,median_common_neighbors,mean_edge_embeddedness,median_edge_embeddedness,mean_degree_product,mean_min_endpoint_degree,fraction_min_degree_1,fraction_min_degree_2,mean_delta_gcc,median_delta_gcc,positive_delta_gcc_rate,conditional_mean_delta_gcc,mean_num_components_after,mean_component_increase,mean_full_edge_betweenness_score,mean_sampled_betweenness_score
synthetic45,synthetic45,synthetic_test_009,M5,348.0,0.4942528735632184,0.5028735632183908,0.10632183908045977,0.0,0.02145172229977931,0.0,35.07183908045977,2.8304597701149423,0.3275862068965517,0.3620689655172414,0.002857236154649942,0.0,0.08620689655172414,0.03314393939393933,49.35057471264368,0.5028735632183908,0.41809411914336997,
synthetic45,synthetic45,synthetic_test_009,SASB,348.0,0.5431034482758621,0.5028735632183908,0.10632183908045977,0.0,0.023173043011972233,0.0,33.5948275862069,2.7988505747126435,0.3160919540229885,0.3649425287356322,0.0028572361546499426,0.0,0.08333333333333333,0.03428683385579931,50.13793103448276,0.5028735632183908,,499.82285953800067
synthetic45,synthetic45,synthetic_test_010,M5,220.0,0.45,0.4409090909090909,0.09545454545454546,0.0,0.0706060606060606,0.0,11.895454545454545,2.559090909090909,0.2863636363636364,0.2727272727272727,0.004499072356215208,0.0,0.10454545454545454,0.04303460514640632,28.6,0.4409090909090909,0.40202274405897426,
synthetic45,synthetic45,synthetic_test_010,SASB,220.0,0.4590909090909091,0.4409090909090909,0.09545454545454546,0.0,0.07613636363636364,0.0,11.654545454545454,2.5045454545454544,0.2909090909090909,0.29545454545454547,0.004499072356215208,0.0,0.09545454545454546,0.0471331389698736,28.168181818181818,0.4409090909090909,,213.2761079878565
synthetic45,synthetic45,synthetic_test_011,M5,1098.0,0.47996357012750457,0.1994535519125683,0.5346083788706739,0.0,0.2205778839658621,0.0,38.529143897996356,4.1530054644808745,0.1703096539162113,0.15482695810564662,0.0009066070541480357,0.0,0.04735883424408015,0.019143356643356597,72.89071038251366,0.1994535519125683,0.13206524767009706,
synthetic45,synthetic45,synthetic_test_011,SASB,1098.0,0.6347905282331512,0.1994535519125683,0.5346083788706739,0.0,0.19501448258278858,0.0,43.14116575591986,4.775956284153006,0.15482695810564662,0.12386156648451731,0.000906607054148036,0.0,0.033697632058287796,0.02690417690417685,46.46994535519126,0.1994535519125683,,216.3413023625014
synthetic45,synthetic45,synthetic_test_012,M5,443.0,0.46275395033860045,0.39954853273137697,0.04740406320541761,0.0,0.023105449854885517,0.0,16.243792325056432,2.9390519187358914,0.24604966139954854,0.24604966139954854,0.002244654678266159,0.0,0.0744920993227991,0.030132788559754795,45.09706546275395,0.39954853273137697,0.3391167224443141,
synthetic45,synthetic45,synthetic_test_012,SASB,443.0,0.5169300225733634,0.39954853273137697,0.04740406320541761,0.0,0.030662151993980435,0.0,16.336343115124155,2.943566591422122,0.24830699774266365,0.23702031602708803,0.0022446546782661585,0.0,0.0654627539503386,0.034289035257652006,43.036117381489845,0.39954853273137697,,407.93188849766693
synthetic45,synthetic45,synthetic_test_013,M5,294.0,0.3469387755102041,0.4965986394557823,0.36394557823129253,0.0,0.2755102040816326,0.0,7.36734693877551,2.204081632653061,0.3673469387755102,0.24829931972789115,0.003378222037114161,0.0,0.08163265306122448,0.04138321995464846,57.625850340136054,0.4965986394557823,0.4705624113883074,
synthetic45,synthetic45,synthetic_test_013,SASB,294.0,0.3673469387755102,0.4965986394557823,0.36394557823129253,0.0,0.27834467120181405,0.0,7.370748299319728,2.2006802721088436,0.3673469387755102,0.24829931972789115,0.0033782220371141613,0.0,0.08163265306122448,0.04138321995464848,57.765306122448976,0.4965986394557823,,264.6436764784984
synthetic45,synthetic45,synthetic_test_014,M5,840.0,0.5047619047619047,0.1988095238095238,0.9273809523809524,1.0,0.3595195578231292,0.2,37.98690476190476,4.728571428571429,0.16904761904761906,0.1380952380952381,0.0011833900226757355,0.0,0.030952380952380953,0.038232600732600694,42.38333333333333,0.1988095238095238,0.20465495567850878,
synthetic45,synthetic45,synthetic_test_014,SASB,840.0,0.49404761904761907,0.1988095238095238,0.9273809523809524,1.0,0.3689021164021164,0.2,37.864285714285714,4.691666666666666,0.17142857142857143,0.14523809523809525,0.0011833900226757355,0.0,0.03214285714285714,0.036816578483245106,43.5797619047619,0.1988095238095238,,321.4404325790991
synthetic45,synthetic45,synthetic_test_015,M5,288.0,0.4722222222222222,0.3541666666666667,0.25,0.0,0.14378858024691357,0.0,17.225694444444443,2.923611111111111,0.2465277777777778,0.2361111111111111,0.0034385113268608366,0.0,0.09722222222222222,0.03536754507628288,31.194444444444443,0.3541666666666667,0.30764186041067465,
